time,ax,ay,az,atotal
77.014,-0.85,-2.29,3.73,4.46
77.024,-0.93,-2.51,3.53,4.43
77.034,-0.99,-2.41,3.31,4.21
77.044,-0.96,-2.01,3.14,3.85
77.054,-0.87,-2.08,3.54,4.19
77.064,-0.89,-2.32,3.57,4.35
77.074,-0.98,-2.56,3.38,4.35
77.084,-1.03,-2.35,3.22,4.11
77.094,-0.96,-1.92,3.13,3.80
77.104,-0.90,-2.15,3.33,4.07
77.114,-0.90,-2.23,3.41,4.18
77.124,-0.94,-2.57,3.45,4.40
77.134,-0.99,-2.34,3.26,4.13
77.144,-0.96,-1.97,2.98,3.70
77.154,-0.93,-2.08,3.31,4.02
77.164,-0.93,-2.17,3.39,4.14
77.174,-0.99,-2.60,3.20,4.24
77.184,-1.00,-2.24,3.01,3.88
77.193,-0.99,-1.90,3.04,3.72
77.204,-0.99,-2.04,3.19,3.91
77.213,-0.92,-2.24,3.40,4.18
77.224,-0.97,-2.55,3.14,4.16
77.234,-0.99,-2.38,2.93,3.90
77.243,-1.01,-2.05,3.03,3.80
77.253,-0.99,-2.06,3.10,3.85
77.264,-1.02,-2.23,3.23,4.05
77.273,-1.01,-2.48,3.03,4.05
77.283,-1.02,-2.20,2.68,3.62
77.293,-1.00,-2.06,2.88,3.67
77.304,-0.98,-2.05,3.05,3.80
77.313,-1.05,-2.25,2.93,3.84
77.323,-0.99,-2.38,3.00,3.96
77.333,-1.00,-2.25,2.76,3.69
77.343,-1.00,-2.07,2.70,3.55
77.353,-1.05,-2.03,3.09,3.85
77.363,-1.06,-2.12,2.97,3.80
77.373,-1.08,-2.32,2.64,3.67
77.383,-1.03,-2.16,2.67,3.58
77.393,-0.98,-1.99,2.73,3.52
77.403,-1.06,-2.19,2.91,3.79
77.413,-1.02,-2.13,2.93,3.77
77.423,-1.06,-2.29,2.60,3.62
77.433,-1.02,-2.11,2.52,3.44
77.443,-0.98,-1.97,2.52,3.34
77.453,-1.04,-2.08,2.68,3.55
77.463,-1.07,-2.19,2.71,3.64
77.473,-1.13,-2.35,2.42,3.56
77.483,-1.03,-2.02,2.26,3.20
77.493,-0.98,-1.99,2.38,3.26
77.503,-1.05,-2.19,2.56,3.53
77.513,-1.08,-2.14,2.61,3.54
77.523,-1.11,-2.23,2.45,3.49
77.533,-1.07,-2.07,2.18,3.20
77.543,-0.99,-1.94,2.44,3.27
77.553,-1.09,-2.14,2.64,3.57
77.563,-1.09,-2.25,2.56,3.58
77.573,-1.12,-2.25,2.35,3.44
77.583,-1.11,-1.94,2.14,3.09
77.593,-1.03,-1.89,2.32,3.17
77.603,-1.06,-2.13,2.51,3.46
77.613,-1.09,-2.28,2.52,3.57
77.623,-1.13,-2.24,2.33,3.42
77.633,-1.12,-1.93,2.12,3.08
77.643,-1.06,-1.92,2.22,3.12
77.653,-1.05,-2.10,2.47,3.40
77.663,-1.13,-2.28,2.40,3.50
77.673,-1.15,-2.17,2.15,3.26
77.683,-1.12,-1.87,2.16,3.07
77.693,-1.04,-1.94,2.15,3.08
77.703,-1.07,-1.99,2.29,3.22
77.713,-1.09,-2.31,2.27,3.41
77.723,-1.14,-2.19,2.11,3.25
77.733,-1.11,-1.88,2.06,3.00
77.743,-1.08,-1.89,2.14,3.05
77.753,-1.10,-1.99,2.24,3.19
77.763,-1.10,-2.26,2.30,3.41
77.773,-1.15,-2.10,2.07,3.16
77.783,-1.11,-1.90,2.02,2.99
77.793,-1.09,-1.85,2.22,3.09
77.803,-1.10,-1.99,2.28,3.22
77.813,-1.14,-2.27,2.07,3.28
77.823,-1.14,-2.13,1.96,3.11
77.833,-1.14,-1.85,2.04,2.99
77.843,-1.15,-1.88,2.16,3.08
77.853,-1.12,-1.97,2.27,3.21
77.863,-1.10,-2.24,2.06,3.23
77.873,-1.14,-2.18,2.02,3.18
77.883,-1.11,-1.84,1.97,2.92
77.893,-1.12,-2.00,2.30,3.24
77.903,-1.15,-1.97,2.15,3.13
77.913,-1.16,-2.25,2.10,3.29
77.922,-1.15,-2.05,1.98,3.07
77.933,-1.11,-1.83,2.05,2.96
77.942,-1.14,-1.97,2.22,3.18
77.953,-1.18,-1.97,2.20,3.18
77.963,-1.14,-2.16,2.08,3.21
77.972,-1.12,-2.11,2.05,3.15
77.982,-1.11,-1.90,2.06,3.02
77.993,-1.12,-1.95,2.39,3.28
78.002,-1.23,-1.99,2.21,3.22
78.012,-1.19,-2.06,2.09,3.17
78.022,-1.18,-1.93,1.92,2.96
78.032,-1.11,-1.85,1.98,2.93
78.042,-1.14,-1.89,2.16,3.09
78.052,-1.19,-2.05,2.24,3.26
78.062,-1.19,-2.05,1.99,3.10
78.072,-1.15,-2.03,1.92,3.02
78.082,-1.12,-1.94,1.94,2.96
78.092,-1.13,-1.83,2.24,3.11
78.102,-1.18,-1.98,2.29,3.24
78.112,-1.26,-2.02,1.88,3.04
78.122,-1.17,-1.84,1.96,2.93
78.132,-1.13,-1.93,2.18,3.12
78.142,-1.16,-1.96,2.25,3.20
78.152,-1.20,-2.11,2.24,3.30
78.162,-1.23,-2.12,2.04,3.19
78.172,-1.18,-1.88,1.87,2.90
78.182,-1.08,-1.83,2.13,3.01
78.192,-1.16,-1.93,2.18,3.14
78.202,-1.17,-2.09,2.27,3.30
78.212,-1.27,-2.03,1.97,3.10
78.222,-1.21,-1.80,1.92,2.89
78.232,-1.16,-1.74,2.10,2.96
78.242,-1.19,-1.94,2.15,3.13
78.252,-1.15,-2.08,2.16,3.21
78.262,-1.23,-2.09,1.97,3.12
78.272,-1.20,-1.79,1.90,2.87
78.282,-1.15,-1.74,2.06,2.93
78.292,-1.18,-1.93,2.14,3.12
78.302,-1.16,-2.04,2.15,3.19
78.312,-1.27,-2.11,1.99,3.17
78.322,-1.19,-1.71,1.76,2.73
78.332,-1.19,-1.78,2.05,2.96
78.342,-1.16,-1.87,2.13,3.06
78.352,-1.22,-2.14,2.00,3.17
78.362,-1.22,-2.02,1.97,3.07
78.372,-1.24,-1.78,1.77,2.80
78.382,-1.18,-1.82,2.10,3.02
78.392,-1.21,-1.83,2.09,3.03
78.402,-1.22,-2.17,1.84,3.10
78.412,-1.23,-2.09,1.79,3.02
78.422,-1.24,-1.70,1.84,2.79
78.432,-1.23,-1.84,1.87,2.89
78.442,-1.25,-1.84,1.97,2.97
78.452,-1.21,-2.12,1.95,3.13
78.462,-1.27,-2.03,1.60,2.88
78.472,-1.17,-1.79,1.88,2.85
78.482,-1.24,-1.64,1.99,2.86
78.492,-1.23,-2.11,1.92,3.11
78.502,-1.24,-2.02,1.87,3.02
78.512,-1.27,-1.99,1.57,2.83
78.522,-1.21,-1.85,1.64,2.75
78.532,-1.26,-1.81,2.00,2.97
78.542,-1.27,-1.86,1.70,2.82
78.552,-1.28,-2.14,1.76,3.05
78.562,-1.26,-1.98,1.62,2.85
78.571,-1.21,-1.92,1.60,2.77
78.582,-1.27,-1.85,1.87,2.92
78.592,-1.30,-1.87,1.75,2.87
78.602,-1.30,-2.05,1.58,2.90
78.611,-1.25,-1.96,1.58,2.81
78.622,-1.21,-1.93,1.61,2.79
78.631,-1.29,-1.84,1.73,2.84
78.641,-1.29,-1.85,1.64,2.79
78.651,-1.34,-2.05,1.54,2.89
78.662,-1.24,-1.89,1.23,2.57
78.672,-1.22,-1.94,1.58,2.78
78.681,-1.27,-1.84,1.66,2.78
78.691,-1.29,-2.01,1.61,2.88
78.702,-1.35,-2.02,1.53,2.87
78.712,-1.31,-1.91,1.20,2.61
78.722,-1.21,-1.85,1.40,2.61
78.731,-1.27,-1.91,1.68,2.84
78.741,-1.28,-1.98,1.70,2.90
78.751,-1.35,-2.00,1.38,2.78
78.761,-1.27,-1.96,1.20,2.62
78.771,-1.24,-1.69,1.43,2.54
78.781,-1.30,-1.88,1.58,2.78
78.791,-1.31,-1.93,1.40,2.72
78.801,-1.36,-2.10,1.38,2.86
78.811,-1.29,-1.87,1.35,2.64
78.821,-1.27,-1.87,1.38,2.65
78.831,-1.27,-1.98,1.65,2.87
78.841,-1.85,-2.30,1.77,3.44
78.851,-1.72,-1.48,1.34,2.64
78.861,-0.36,-2.12,1.22,2.47
78.871,-1.25,-1.90,1.44,2.69
78.881,-1.29,-1.97,1.64,2.87
78.891,-1.27,-2.08,1.42,2.82
78.902,-1.34,-2.10,1.26,2.79
78.911,-1.27,-1.78,1.34,2.56
78.921,-1.31,-1.77,1.35,2.58
78.931,-1.27,-1.98,1.39,2.73
78.941,-1.24,-2.05,1.61,2.89
78.951,-1.34,-2.09,1.27,2.79
78.961,-1.32,-1.75,1.28,2.54
78.971,-1.27,-1.80,1.48,2.65
78.981,-1.32,-2.02,1.44,2.81
78.991,-1.26,-2.15,1.39,2.85
79.001,-1.36,-2.18,1.30,2.88
79.011,-1.25,-1.84,1.29,2.57
79.021,-1.29,-1.75,1.28,2.52
79.031,-1.24,-1.78,1.48,2.63
79.041,-1.26,-2.01,1.32,2.72
79.051,-1.24,-2.01,1.07,2.59
79.061,-1.23,-1.74,1.13,2.41
79.071,-1.23,-1.65,1.34,2.45
79.081,-1.20,-1.77,1.38,2.55
79.091,-1.20,-1.92,1.38,2.65
79.101,-1.20,-1.97,1.06,2.54
79.111,-1.17,-1.66,1.07,2.29
79.121,-1.14,-1.63,1.38,2.42
79.131,-1.19,-1.63,1.28,2.39
79.141,-1.13,-1.95,1.12,2.51
79.151,-1.07,-1.78,1.14,2.37
79.161,-1.11,-1.57,1.06,2.19
79.171,-1.15,-1.57,1.21,2.29
79.181,-1.11,-1.51,1.21,2.23
79.191,-1.12,-1.87,1.15,2.47
79.201,-1.07,-1.70,0.94,2.22
79.211,-1.02,-1.55,0.98,2.10
79.221,-1.07,-1.48,1.30,2.24
79.231,-1.11,-1.49,1.18,2.20
79.241,-1.09,-1.81,0.98,2.32
79.251,-1.06,-1.48,0.77,1.98
79.261,-1.01,-1.52,0.91,2.04
79.270,-1.01,-1.42,1.22,2.13
79.281,-1.06,-1.61,1.13,2.24
79.290,-1.02,-1.64,0.91,2.14
79.301,-1.04,-1.52,0.85,2.03
79.310,-0.95,-1.44,0.85,1.92
79.320,-0.96,-1.42,1.08,2.03
79.330,-1.00,-1.56,0.95,2.08
79.340,-1.01,-1.44,0.78,1.93
79.350,-0.98,-1.39,0.58,1.80
79.360,-0.92,-1.31,0.61,1.71
79.370,-0.95,-1.41,1.04,1.99
79.381,-0.97,-1.60,0.82,2.04
79.390,-0.99,-1.56,0.65,1.96
79.400,-0.90,-1.25,0.62,1.66
79.410,-0.86,-1.26,0.59,1.63
79.420,-0.92,-1.32,0.76,1.78
79.430,-0.91,-1.49,0.68,1.88
79.441,-0.95,-1.36,0.54,1.75
79.450,-0.93,-1.26,0.44,1.63
79.460,-0.87,-1.18,0.52,1.56
79.470,-0.86,-1.30,0.80,1.75
79.480,-0.86,-1.53,0.66,1.88
79.490,-0.91,-1.46,0.49,1.79
79.500,-0.86,-1.14,0.40,1.48
79.510,-0.82,-1.06,0.44,1.41
79.520,-0.87,-1.25,0.54,1.62
79.530,-0.82,-1.47,0.65,1.81
79.540,-0.90,-1.46,0.36,1.75
79.550,-0.84,-1.11,0.36,1.43
79.560,-0.81,-1.09,0.41,1.42
79.570,-0.80,-1.15,0.48,1.48
79.580,-0.82,-1.41,0.23,1.65
79.590,-0.86,-1.35,0.26,1.62
79.600,-0.80,-0.96,0.15,1.26
79.610,-0.81,-1.13,0.36,1.43
79.620,-0.78,-1.14,0.37,1.43
79.630,-0.76,-1.44,0.42,1.68
79.640,-0.83,-1.33,0.06,1.57
79.650,-0.78,-1.01,0.06,1.28
79.660,-0.77,-0.93,0.24,1.23
79.670,-0.81,-1.11,0.26,1.39
79.680,-0.74,-1.37,0.11,1.56
79.690,-0.79,-1.20,-0.01,1.44
79.700,-0.72,-1.08,0.07,1.30
79.710,-0.82,-1.02,0.17,1.31
79.720,-0.73,-1.15,0.19,1.38
79.730,-0.72,-1.14,0.12,1.35
79.740,-0.74,-1.30,-0.04,1.50
79.750,-0.68,-1.00,-0.08,1.22
79.760,-0.70,-0.94,0.24,1.20
79.770,-0.72,-1.16,-0.01,1.36
79.780,-0.18,-1.92,-0.09,1.93
79.790,-0.93,-0.72,-0.08,1.18
79.800,-0.84,-0.92,-0.09,1.25
79.810,-0.64,-0.94,0.14,1.15
79.820,-0.87,-0.87,0.13,1.24
79.830,-0.90,-0.92,-0.10,1.30
79.840,-0.70,-1.01,-0.36,1.28
79.850,-0.62,-0.94,-0.11,1.13
79.860,-0.71,-0.96,-0.02,1.19
79.870,-0.76,-1.08,-0.15,1.33
79.880,-0.75,-1.12,-0.03,1.35
79.890,-0.74,-0.97,-0.31,1.26
79.900,-0.65,-1.09,-0.27,1.30
79.910,-0.70,-1.00,0.07,1.22
79.920,-0.73,-1.02,-0.04,1.26
79.930,-0.75,-1.17,-0.25,1.41
79.940,-0.67,-0.98,-0.43,1.27
79.949,-0.61,-0.86,-0.17,1.06
79.960,-0.73,-1.05,-0.08,1.28
79.969,-0.67,-1.02,-0.05,1.23
79.980,-0.73,-1.08,-0.28,1.33
79.989,-0.66,-1.05,-0.34,1.28
80.000,-0.60,-0.76,-0.31,1.01
80.009,-0.64,-1.04,-0.03,1.22
80.020,-0.61,-0.98,-0.19,1.17
80.029,-0.71,-0.99,-0.17,1.23
80.039,-0.66,-0.82,-0.56,1.19
80.049,-0.58,-0.73,-0.36,1.00
80.059,-0.59,-0.90,-0.05,1.08
80.069,-0.67,-1.06,-0.36,1.30
80.079,-0.63,-1.07,-0.32,1.28
80.089,-0.60,-0.78,-0.38,1.05
80.099,-0.57,-0.77,-0.37,1.02
80.109,-0.56,-0.78,-0.16,0.97
80.119,-0.57,-1.01,-0.14,1.17
80.129,-0.59,-0.99,-0.46,1.24
80.139,-0.59,-0.82,-0.46,1.11
80.149,-0.53,-0.69,-0.38,0.95
80.159,-0.59,-0.83,-0.20,1.03
80.169,-0.58,-1.04,-0.39,1.25
80.179,-0.56,-0.90,-0.40,1.14
80.189,-0.54,-0.60,-0.53,0.96
80.199,-0.54,-0.66,-0.39,0.94
80.209,-0.49,-0.73,-0.26,0.92
80.219,-0.49,-0.99,-0.27,1.14
80.229,-0.55,-1.04,-0.53,1.29
80.239,-0.55,-0.66,-0.46,0.98
80.249,-0.47,-0.61,-0.25,0.81
80.259,-0.55,-0.62,-0.34,0.90
80.269,-0.48,-0.91,-0.36,1.09
80.279,-0.55,-0.88,-0.56,1.18
80.289,-0.47,-0.57,-0.56,0.93
80.299,-0.50,-0.55,-0.38,0.84
80.309,-0.50,-0.69,-0.24,0.89
80.319,-0.47,-0.88,-0.49,1.11
80.329,-0.54,-0.92,-0.55,1.20
80.339,-0.41,-0.62,-0.50,0.90
80.349,-0.47,-0.47,-0.39,0.78
80.359,-0.50,-0.64,-0.36,0.88
80.369,-0.45,-0.87,-0.36,1.05
80.379,-0.48,-0.80,-0.69,1.17
80.389,-0.43,-0.52,-0.52,0.85
80.399,-0.49,-0.46,-0.30,0.73
80.409,-0.47,-0.63,-0.43,0.89
80.419,-0.46,-0.80,-0.50,1.05
80.429,-0.44,-0.78,-0.67,1.12
80.439,-0.42,-0.63,-0.68,1.02
80.449,-0.40,-0.54,-0.26,0.72
80.459,-0.49,-0.61,-0.37,0.86
80.469,-0.47,-0.81,-0.50,1.06
80.479,-0.44,-0.65,-0.51,0.93
80.489,-0.40,-0.61,-0.63,0.96
80.499,-0.44,-0.56,-0.37,0.80
80.509,-0.41,-0.62,-0.40,0.85
80.519,-0.45,-0.74,-0.63,1.07
80.529,-0.43,-0.63,-0.85,1.14
80.539,-0.36,-0.53,-0.51,0.82
80.549,-0.43,-0.55,-0.38,0.79
80.559,-0.41,-0.68,-0.40,0.89
80.569,-0.44,-0.66,-0.50,0.94
80.579,-0.40,-0.61,-0.75,1.05
80.589,-0.35,-0.51,-0.57,0.84
80.599,-0.40,-0.54,-0.45,0.81
80.609,-0.41,-0.67,-0.37,0.86
80.619,-0.46,-0.70,-0.49,0.97
80.629,-0.42,-0.52,-0.73,0.99
80.639,-0.35,-0.49,-0.44,0.75
80.649,-0.37,-0.51,-0.42,0.76
80.658,-0.37,-0.67,-0.43,0.88
80.669,-0.44,-0.67,-0.58,0.99
80.679,-0.40,-0.43,-0.69,0.91
80.689,-0.34,-0.46,-0.54,0.79
80.699,-0.36,-0.62,-0.31,0.78
80.708,-0.37,-0.71,-0.43,0.91
80.718,-0.44,-0.77,-0.53,1.03
80.728,-0.38,-0.45,-0.67,0.89
80.738,-0.31,-0.35,-0.47,0.67
80.748,-0.34,-0.59,-0.33,0.76
80.758,-0.36,-0.72,-0.48,0.94
80.768,-0.38,-0.66,-0.57,0.95
80.778,-0.37,-0.33,-0.61,0.79
80.788,-0.33,-0.36,-0.48,0.69
80.798,-0.36,-0.47,-0.38,0.70
80.808,-0.32,-0.87,-0.46,1.03
80.818,-0.38,-0.70,-0.55,0.97
80.828,-0.35,-0.35,-0.62,0.80
80.838,-0.31,-0.35,-0.50,0.68
80.848,-0.38,-0.42,-0.48,0.74
80.858,-0.28,-0.73,-0.52,0.94
80.868,-0.38,-0.64,-0.61,0.96
80.878,-0.31,-0.35,-0.64,0.79
80.888,-0.32,-0.25,-0.46,0.61
80.898,-0.34,-0.45,-0.39,0.68
80.908,-0.33,-0.64,-0.55,0.91
80.918,-0.38,-0.70,-0.64,1.02
80.928,-0.26,-0.38,-0.59,0.75
80.938,-0.30,-0.38,-0.37,0.61
80.948,-0.33,-0.43,-0.50,0.74
80.958,-0.30,-0.65,-0.46,0.85
80.969,-0.36,-0.64,-0.70,1.01
80.978,-0.27,-0.41,-0.57,0.75
80.988,-0.32,-0.30,-0.37,0.58
80.998,-0.28,-0.41,-0.38,0.63
81.008,-0.34,-0.69,-0.66,1.01
81.018,-0.30,-0.60,-0.67,0.95
81.028,-0.26,-0.44,-0.54,0.74
81.038,-0.33,-0.37,-0.39,0.63
81.048,-0.33,-0.46,-0.34,0.66
81.058,-0.30,-0.65,-0.43,0.84
81.068,-0.32,-0.54,-0.73,0.96
81.078,-0.26,-0.28,-0.47,0.60
81.088,-0.29,-0.39,-0.33,0.59
81.098,-0.26,-0.47,-0.30,0.61
81.108,-0.30,-0.63,-0.43,0.82
81.118,-0.27,-0.59,-0.58,0.87
81.128,-0.24,-0.34,-0.63,0.75
81.138,-0.26,-0.48,-0.25,0.60
81.148,-0.37,-0.99,-0.38,1.13
81.158,-0.22,-0.45,-0.48,0.70
81.168,-0.28,0.12,-0.66,0.73
81.178,-0.23,-0.27,-0.54,0.65
81.188,-0.23,-0.51,-0.26,0.62
81.198,-0.29,-0.58,-0.43,0.78
81.208,-0.29,-0.56,-0.46,0.78
81.218,-0.31,-0.36,-0.67,0.83
81.228,-0.17,-0.37,-0.53,0.67
81.238,-0.28,-0.40,-0.33,0.59
81.248,-0.28,-0.63,-0.39,0.80
81.258,-0.29,-0.62,-0.50,0.85
81.268,-0.26,-0.30,-0.59,0.71
81.278,-0.22,-0.36,-0.55,0.69
81.288,-0.26,-0.41,-0.26,0.55
81.298,-0.24,-0.64,-0.44,0.81
81.308,-0.29,-0.63,-0.54,0.88
81.318,-0.28,-0.30,-0.65,0.77
81.327,-0.21,-0.29,-0.43,0.55
81.338,-0.27,-0.39,-0.43,0.64
81.348,-0.26,-0.69,-0.44,0.86
81.357,-0.25,-0.60,-0.44,0.79
81.368,-0.25,-0.34,-0.61,0.74
81.378,-0.22,-0.30,-0.42,0.56
81.387,-0.20,-0.45,-0.24,0.55
81.398,-0.23,-0.78,-0.34,0.88
81.408,-0.31,-0.58,-0.62,0.91
81.417,-0.25,-0.24,-0.57,0.67
81.427,-0.23,-0.21,-0.43,0.53
81.437,-0.22,-0.52,-0.30,0.64
81.447,-0.20,-0.72,-0.49,0.89
81.457,-0.27,-0.58,-0.50,0.81
81.467,-0.23,-0.27,-0.52,0.62
81.477,-0.20,-0.24,-0.43,0.53
81.487,-0.25,-0.49,-0.42,0.69
81.497,-0.20,-0.67,-0.36,0.78
81.507,-0.26,-0.61,-0.77,1.02
81.517,-0.19,-0.40,-0.64,0.78
81.527,-0.18,-0.28,-0.36,0.49
81.537,-0.27,-0.48,-0.46,0.72
81.547,-0.49,-0.96,-0.67,1.27
81.557,-0.24,-0.39,-0.68,0.82
81.567,0.08,-0.23,-0.69,0.74
81.577,-0.22,-0.26,-0.53,0.63
81.587,-0.23,-0.45,-0.52,0.73
81.597,-0.20,-0.61,-0.63,0.90
81.607,-0.23,-0.49,-0.82,0.98
81.617,-0.18,-0.31,-0.74,0.83
81.627,-0.21,-0.32,-0.43,0.57
81.637,-0.23,-0.47,-0.42,0.67
81.647,-0.20,-0.54,-0.70,0.90
81.657,-0.22,-0.52,-0.70,0.90
81.667,-0.16,-0.29,-0.69,0.77
81.677,-0.21,-0.44,-0.42,0.65
81.687,-0.20,-0.48,-0.42,0.66
81.697,-0.21,-0.66,-0.53,0.87
81.707,-0.19,-0.32,-0.85,0.93
81.717,-0.21,-0.40,-0.69,0.82
81.727,-0.17,-0.43,-0.35,0.58
81.737,-0.25,-0.58,-0.50,0.81
81.747,-0.23,-0.68,-0.56,0.92
81.757,-0.21,-0.44,-0.71,0.86
81.767,-0.15,-0.32,-0.71,0.80
81.777,-0.17,-0.44,-0.44,0.65
81.787,-0.19,-0.62,-0.47,0.80
81.797,-0.24,-0.55,-0.79,0.99
81.807,-0.22,-0.41,-0.77,0.90
81.817,-0.12,-0.26,-0.64,0.71
81.827,-0.21,-0.54,-0.52,0.77
81.837,-0.20,-0.69,-0.49,0.87
81.847,-0.23,-0.58,-0.68,0.93
81.857,-0.16,-0.34,-0.70,0.79
81.867,-0.13,-0.27,-0.70,0.76
81.877,-0.20,-0.49,-0.44,0.69
81.887,-0.17,-0.63,-0.48,0.81
81.897,-0.22,-0.63,-0.65,0.93
81.907,-0.20,-0.23,-0.82,0.87
81.917,-0.14,-0.27,-0.55,0.63
81.927,-0.15,-0.60,-0.47,0.77
81.937,-0.16,-0.62,-0.63,0.90
81.947,-0.20,-0.66,-0.62,0.92
81.957,-0.17,-0.24,-0.85,0.90
81.967,-0.12,-0.28,-0.63,0.70
81.977,-0.14,-0.45,-0.38,0.60
81.987,-0.14,-0.70,-0.46,0.85
81.997,-0.25,-0.58,-0.72,0.96
82.007,-0.16,-0.29,-0.74,0.82
82.017,-0.14,-0.28,-0.55,0.64
82.026,-0.14,-0.45,-0.38,0.61
82.037,-0.16,-0.72,-0.60,0.95
82.046,-0.18,-0.59,-0.76,0.98
82.056,-0.16,-0.29,-0.73,0.81
82.066,-0.15,-0.28,-0.50,0.59
82.076,-0.16,-0.48,-0.45,0.68
82.086,-0.15,-0.76,-0.58,0.96
82.097,-0.17,-0.61,-0.74,0.98
82.106,-0.13,-0.28,-0.76,0.82
82.116,-0.12,-0.21,-0.59,0.63
82.126,-0.16,-0.41,-0.65,0.78
82.136,-0.16,-0.66,-0.82,1.06
82.146,-0.17,-0.65,-0.79,1.04
82.156,-0.13,-0.34,-0.71,0.80
82.166,-0.14,-0.33,-0.62,0.72
82.176,-0.16,-0.48,-0.53,0.73
82.186,-0.17,-0.64,-0.80,1.04
82.196,-0.11,-0.53,-0.88,1.03
82.206,-0.12,-0.20,-0.82,0.85
82.216,-0.12,-0.25,-0.62,0.68
82.226,-0.19,-0.52,-0.54,0.78
82.236,-0.15,-0.61,-0.73,0.96
82.246,-0.13,-0.47,-0.82,0.96
82.256,-0.16,-0.38,-0.84,0.94
82.266,-0.10,-0.35,-0.54,0.65
82.276,-0.16,-0.55,-0.57,0.80
82.286,-0.30,-0.69,-0.78,1.08
82.296,-0.11,-0.32,-0.87,0.93
82.306,0.02,-0.37,-0.83,0.91
82.316,-0.15,-0.37,-0.56,0.68
82.326,-0.13,-0.53,-0.62,0.82
82.336,-0.16,-0.57,-0.78,0.98
82.346,-0.16,-0.42,-1.03,1.12
82.356,-0.08,-0.30,-0.83,0.89
82.366,-0.09,-0.50,-0.46,0.69
82.376,-0.15,-0.55,-0.68,0.89
82.386,-0.15,-0.59,-0.60,0.86
82.396,-0.11,-0.29,-0.93,0.98
82.406,-0.09,-0.33,-0.86,0.93
82.416,-0.12,-0.45,-0.43,0.64
82.426,-0.09,-0.49,-0.59,0.77
82.436,-0.15,-0.60,-0.61,0.87
82.446,-0.13,-0.35,-0.86,0.93
82.456,-0.06,-0.31,-0.74,0.81
82.466,-0.09,-0.36,-0.40,0.55
82.476,-0.12,-0.61,-0.63,0.88
82.486,-0.15,-0.59,-0.81,1.01
82.496,-0.09,-0.26,-0.74,0.79
82.506,-0.07,-0.19,-0.71,0.73
82.516,-0.08,-0.46,-0.51,0.69
82.526,-0.11,-0.48,-0.60,0.78
82.536,-0.16,-0.59,-0.65,0.89
82.546,-0.14,-0.24,-0.88,0.93
82.556,-0.06,-0.23,-0.70,0.73
82.566,-0.10,-0.43,-0.42,0.61
82.576,-0.08,-0.59,-0.67,0.90
82.586,-0.12,-0.60,-0.78,0.99
82.596,-0.12,-0.27,-0.78,0.83
82.606,-0.06,-0.21,-0.67,0.70
82.616,-0.11,-0.40,-0.58,0.71
82.626,-0.08,-0.65,-0.54,0.85
82.636,-0.13,-0.62,-0.60,0.87
82.646,-0.09,-0.24,-0.75,0.80
82.656,-0.08,-0.30,-0.63,0.71
82.665,-0.07,-0.36,-0.44,0.57
82.675,-0.12,-0.70,-0.74,1.02
82.685,-0.06,-0.53,-0.82,0.97
82.696,-0.12,-0.26,-0.79,0.83
82.706,-0.06,-0.30,-0.50,0.59
82.716,-0.09,-0.36,-0.56,0.67
82.725,-0.08,-0.72,-0.55,0.91
82.736,-0.11,-0.46,-0.81,0.94
82.746,-0.08,-0.37,-0.69,0.79
82.755,-0.04,-0.15,-0.52,0.54
82.766,-0.11,-0.39,-0.56,0.69
82.775,-0.05,-0.56,-0.59,0.81
82.785,-0.14,-0.47,-0.81,0.95
82.795,-0.05,-0.34,-0.73,0.80
82.805,-0.08,-0.23,-0.44,0.50
82.815,-0.07,-0.39,-0.49,0.63
82.825,-0.06,-0.60,-0.68,0.91
82.835,-0.10,-0.51,-0.79,0.95
82.845,-0.02,-0.29,-0.66,0.72
82.855,-0.05,-0.22,-0.40,0.46
82.865,-0.12,-0.44,-0.59,0.74
82.875,-0.06,-0.57,-0.50,0.77
82.885,-0.10,-0.37,-0.84,0.92
82.895,-0.03,-0.30,-0.63,0.69
82.905,-0.02,-0.32,-0.35,0.47
82.915,-0.10,-0.45,-0.51,0.68
82.925,-0.08,-0.48,-0.56,0.74
82.935,-0.13,-0.43,-0.78,0.90
82.945,-0.01,-0.24,-0.62,0.67
82.955,-0.06,-0.30,-0.41,0.51
82.965,-0.05,-0.55,-0.39,0.67
82.975,-0.09,-0.52,-0.64,0.83
82.985,-0.05,-0.34,-0.75,0.82
82.995,-0.06,-0.22,-0.65,0.69
83.005,-0.06,-0.38,-0.28,0.48
83.015,-0.07,-0.53,-0.54,0.76
83.025,-0.11,-0.53,-0.63,0.83
83.035,-0.08,-0.34,-0.76,0.84
83.045,-0.01,-0.27,-0.56,0.62
83.055,-0.08,-0.37,-0.52,0.64
83.065,-0.06,-0.59,-0.51,0.79
83.075,-0.12,-0.52,-0.59,0.80
83.085,-0.08,-0.29,-0.70,0.77
83.095,-0.04,-0.19,-0.59,0.62
83.105,-0.01,-0.47,-0.40,0.62
83.115,-0.08,-0.55,-0.50,0.74
83.125,-0.11,-0.54,-0.72,0.90
83.135,-0.04,-0.23,-0.70,0.73
83.145,-0.03,-0.19,-0.52,0.55
83.155,-0.04,-0.41,-0.39,0.57
83.165,-0.07,-0.64,-0.48,0.80
83.175,-0.11,-0.54,-0.64,0.84
83.185,-0.03,-0.20,-0.72,0.75
83.195,-0.04,-0.20,-0.53,0.57
